school_name,cca,niche_programmes,sports_achievement_2025,arts_distinction_2024,url_address,postal_code,nature_code,session_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mother_tongue,X,Y,lat,long,school_tier
JUNYUAN PRIMARY SCHOOL,VOLLEYBALL; TCHOUKBALL; TAEKWONDO; FLOORBALL; POP AND JAZZ; MALAY DANCE; CHINESE DANCE; MODERN DANCE; SCOUTS; SPEECH AND DRAMA; ENVIRONMENTAL SCIENCE; MATHEMATICS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),LANGUAGES; MUSIC & PERFORMING ARTS/ VISUAL ARTS & DESIGN,,MALAY_DANCE,https://junyuanpri.moe.edu.sg,528906,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,39785.8491141181,36666.4713015798,1.34787074766746,103.939221709073,
JURONG PRIMARY SCHOOL,NETBALL; TRACK AND FIELD; BADMINTON; FOOTBALL; BASKETBALL; PERCUSSION ENSEMBLE; MODERN DANCE; CHOIR; GUZHENG ENSEMBLE; SCOUTS; ROBOTICS; DIGITAL MEDIA; ART AND CRAFTS,INNOVATION & ENTERPRISE; COMMUNITY SERVICE & STUDENT LEADERSHIP,,INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.jurongpri.moe.edu.sg,609476,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,16853.0771883978,36729.2343872562,1.34843859698946,103.733156566858,
JURONG WEST PRIMARY SCHOOL,NETBALL; FOOTBALL; HOCKEY; BASKETBALL; BADMINTON; MODERN DANCE; CHOIR; CHINESE DANCE; BRASS BAND; SCOUTS; PHYSICAL SCIENCE; DIGITAL MEDIA; STUDENT LEADERSHIP (PREFECT),LANGUAGES; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE,http://www.jurongwestpri.moe.edu.sg,648368,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,
KEMING PRIMARY SCHOOL,FOOTBALL; WUSHU; FLOORBALL; BADMINTON; MODERN DANCE; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); DESIGN AND INNOVATION; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,{'F': ['FOOTBAL']},CHINESE_DANCE,http://juyingsec.moe.edu.sg,659762,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,
KHENG CHENG SCHOOL,TRACK AND FIELD; MODULAR CCA (SPORTS); BASKETBALL; MODERN DANCE; CHINESE ORCHESTRA; CHOIR; SCOUTS; RED CROSS YOUTH; GIRLS' BRIGADE; INTERNATIONAL CHESS; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),STEM - SUSTAINABILITY; COMMUNITY SERVICE & STUDENT LEADERSHIP,{'M': ['BASKETBALL']},INTERNATIONAL_DANCE,http://www.khengcheng.moe.edu.sg/,319580,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29539.1234353296,35501.5835219584,1.3373381935639,103.847148501824,3.0
KONG HWA SCHOOL,NETBALL; TABLE TENNIS; WUSHU; TCHOUKBALL; BASKETBALL; BADMINTON; GUZHENG ENSEMBLE; SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA; CHINESE ORCHESTRA; CHINESE DANCE; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (COMPUTING); CHINESE WEIQI; CHINESE CHESS; CHINESE CALLIGRAPHY AND BRUSH PAINTING; ART AND CRAFTS,LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['TABLE TENNIS'], 'M': ['TABLE TENNIS', 'TENNIS (INDIVIDUAL)']}",CHINESE_DANCE; CO_FULL_ENSEMBLE,http://www.konghwa.moe.edu.sg,399772,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,34124.7036575247,32588.943696009,1.31099674009193,103.888352029067,2.0
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,ROPE SKIPPING; WUSHU; TABLE TENNIS; TAEKWONDO; TRACK AND FIELD; SWIMMING; FOOTBALL; BOWLING; BASKETBALL; BADMINTON; ARTISTIC GYMNASTICS; GUITAR ENSEMBLE; CONCERT BAND; CHOIR; CHINESE DANCE; ENGLISH DRAMA; GIRLS' BRIGADE; BOYS' BRIGADE; STRATEGY GAMES; DIGITAL MEDIA; ART AND CRAFTS; STUDENT LEADERSHIP (COUNCIL); STUDENT LEADERSHIP (HOUSE),LANGUAGES; VISUAL ARTS & DESIGN,{'F': ['ROPE SKIPPING']},CHINESE_DANCE,http://www.kuochuanpresbyterianpri.moe.edu.sg,579793,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,30414.9291181238,36835.1167885177,1.34939813669536,103.855018233311,2.0
LAKESIDE PRIMARY SCHOOL,WUSHU; VOLLEYBALL; NETBALL; FOOTBALL; MODERN DANCE; CONCERT BAND; CHOIR; GUZHENG ENSEMBLE; SCOUTS; SPEECH AND DRAMA; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; COMMUNITY SERVICE; ART AND CRAFTS,INTERDISCIPLINARY; MUSIC & PERFORMING ARTS,,CHOIR; GUZHENG_ENSEMBLE,http://www.lakesidepri.moe.edu.sg/,618310,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,15176.2291954523,35597.6143301465,1.33820397704287,103.718089546664,3.0
LIANHUA PRIMARY SCHOOL,VOLLEYBALL; HEALTH AND FITNESS; FOOTBALL; BASKETBALL; MODERN DANCE; PERCUSSION ENSEMBLE; MALAY DANCE; INDIAN DANCE; HANDBELL ENSEMBLE; GAMELAN ENSEMBLE; CHINESE DANCE; SCOUTS; ROBOTICS; PHYSICAL SCIENCE; ART AND CRAFTS; DIGITAL MEDIA; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,{'M': ['BASKETBALL']},MALAY_DANCE; PERCUSSION_ENSEMBLE; GAMELAN_ENSEMBLE,http://www.lianhuapri.moe.edu.sg/,659243,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,19191.1979939695,37370.8497486636,1.35424191127295,103.754165828711,
MAHA BODHI SCHOOL,TCHOUKBALL; WUSHU; BADMINTON; BASKETBALL; GUZHENG ENSEMBLE; ENGLISH DRAMA; CHOIR; CONCERT BAND; CHINESE DANCE; CHINESE ORCHESTRA; SCOUTS; MEDIA RESOURCE LIBRARY; HOME ECONOMICS; ENTREPRENEURSHIP; PHYSICAL SCIENCE; ROBOTICS; DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS; CHINESE CALLIGRAPHY AND BRUSH PAINTING; AUDIO VISUAL AID; CHINESE CULTURE AND LANGUAGE; CHINESE CHESS,LANGUAGES; MUSIC & PERFORMING ARTS,,CHINESE_DANCE; CONCERT_BAND; GUZHENG_ENSEMBLE,http://www.mahabodhi.moe.edu.sg/,408931,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,35566.4064952666,34533.273462953,1.32858023873554,103.901306904157,2.0
MARIS STELLA HIGH SCHOOL,"ROCKWALL CLIMBING; SOFTBALL; SP-CCA (ATHLETICS); SP-CCA (CANOEING); TABLE TENNIS; TAEKWONDO; TRACK AND FIELD; SP-CCA (WATER POLO); WUSHU; ARCHERY; BADMINTON; BASKETBALL; BOWLING; OUTDOOR ADVENTURE; SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA; SINGAPORE NATIONAL YOUTH ORCHESTRA; STRING ENSEMBLE; CHINESE ORCHESTRA; CONCERT BAND; CONCERT BAND; SCOUTS; ST JOHN BRIGADE; NATIONAL POLICE CADET CORPS; NATIONAL CADET CORPS (SEA); SINGAPORE YOUTH FLYING CLUB; SPEECH AND DRAMA; ROBOTICS; PHYSICAL SCIENCE; ART AND CRAFTS; CHINESE CHESS; CHINESE LANGUAGE, DRAMA AND DEBATING; ENGLISH CULTURE AND LANGUAGE; ENVIRONMENTAL SCIENCE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); INTERNATIONAL CHESS; MATHEMATICS; STUDENT LEADERSHIP (PREFECT)",STEM - MATERIAL SCIENCE; SPORTS & OUTDOOR EDUCATION,"{'M': ['SOFTBALL', 'TAEKWONDO', 'BOWLING', 'GOLF']}",,http://www.marisstellahigh.moe.edu.sg,368051,BOYS' SCHOOL,SINGLE SESSION,Y,Y,N,N,CHINESE,32943.7038064171,35949.852451615,1.34139181236127,103.877740713449,2.0
MARSILING PRIMARY SCHOOL,RUGBY; TCHOUKBALL; TAEKWONDO; TRACK AND FIELD; BADMINTON; PERCUSSION ENSEMBLE; MALAY DANCE; CHOIR; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); SPEECH AND DRAMA; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.marsilingpri.moe.edu.sg,738927,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,21359.011448958,46172.2397052329,1.43383904037059,103.773643013846,
MARYMOUNT CONVENT SCHOOL,TENNIS; ROPE SKIPPING; RHYTHMIC GYMNASTICS; NETBALL; BADMINTON; ARTISTIC GYMNASTICS; MODERN DANCE; GUITAR ENSEMBLE; CHOIR; GIRL GUIDES (BROWNIES); PHYSICAL SCIENCE; DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS; DESIGN AND INNOVATION,LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['GOLF', 'GYMNASTICS (RHYTHMIC)']}",CHINESE_DANCE; CHOIR,HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG,297754,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28722.6185440896,35844.3858416472,1.34043840661368,103.839811736775,3.0
MAYFLOWER PRIMARY SCHOOL,VOLLEYBALL; TRACK AND FIELD; TAEKWONDO; NETBALL; STRING ENSEMBLE; MALAY DANCE; INDIAN DANCE; ENGLISH DRAMA; CHOIR; CHINESE DANCE; GUZHENG ENSEMBLE; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; VISUAL ARTS & DESIGN,{'F': ['TAEKWONDO']},CHINESE_DANCE; GUZHENG_ENSEMBLE,http://www.mayflowerpri.moe.edu.sg,569878,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29105.5559377754,39818.2753564138,1.37637683547682,103.843252803742,
MEE TOH SCHOOL,MODULAR CCA (SPORTS); WUSHU; FLOORBALL; BASKETBALL; BADMINTON; MODULAR CCA (VPA); MODERN DANCE; MALAY DANCE; CHINESE ORCHESTRA; CHOIR; ENGLISH DRAMA; CHINESE DANCE; SCOUTS; PHYSICAL SCIENCE; ROBOTICS; SPEECH AND DRAMA; MEDIA RESOURCE LIBRARY; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS; CHINESE CALLIGRAPHY AND BRUSH PAINTING; ENVIRONMENTAL SCIENCE; STUDENT LEADERSHIP (PEER SUPPORT); STUDENT INITIATED ACTIVITIES (CLUBS & SOCIETIES); STUDENT INITIATED ACTIVITIES (PHYSICAL SPORTS AND OUTDOORS); STUDENT LEADERSHIP (HOUSE); STUDENT LEADERSHIP (PREFECT),INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,"{'F': ['GOLF'], 'M': ['WUSHU']}",CHINESE_DANCE; INTERNATIONAL_DANCE; CO_FULL_ENSEMBLE,http://www.mayflowersec.moe.edu.sg,828867,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,36374.7735061357,41861.4694083072,1.39485356081865,103.90857257736,2.0
MERIDIAN PRIMARY SCHOOL,MODULAR CCA (SPORTS); TAEKWONDO; FLOORBALL; FOOTBALL; GUZHENG ENSEMBLE; MALAY DANCE; CHOIR; CHINESE DANCE; SCOUTS; INFOCOMM TECHNOLOGY (COMPUTING); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (HOUSE),INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.meridianpri.moe.edu.sg/,518798,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,39310.6903498704,39722.3064462524,1.37550677054835,103.934953276155,
METHODIST GIRLS' SCHOOL (PRIMARY),NETBALL; RHYTHMIC GYMNASTICS; SOFTBALL; SWIMMING; TENNIS; FLOORBALL; BOWLING; ARTISTIC SWIMMING; ARTISTIC GYMNASTICS; POP AND JAZZ; SINGAPORE NATIONAL YOUTH ORCHESTRA; MODERN DANCE; STRING ENSEMBLE; HANDBELL ENSEMBLE; CHOIR; GIRL GUIDES (BROWNIES); GIRLS' BRIGADE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); FAITH-BASED CCA; ART AND CRAFTS; INFOCOMM TECHNOLOGY (COMPUTING); STUDENT LEADERSHIP (HOUSE); STUDENT LEADERSHIP (PREFECT),LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['BOWLING', 'SWIMMING', 'GYMNASTICS (ARTISTIC)', 'SOFTBALL', 'TENNIS (INDIVIDUAL)', 'TENNIS (DOUBLES)']}",INTERNATIONAL_DANCE,https://www.mgs.moe.edu.sg/,599986,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,22442.5909795491,34984.5810560323,1.33266213599636,103.783382114018,1.0
MONTFORT JUNIOR SCHOOL,TAEKWONDO; TABLE TENNIS; BADMINTON; FOOTBALL; GUITAR ENSEMBLE; MODERN DANCE; SCOUTS; ROBOTICS; ART AND CRAFTS,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,{'M': ['FOOTBAL']},INTERNATIONAL_DANCE,http://www.montfortjunior.moe.edu.sg/,538786,BOYS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34279.1743147392,39514.0026060622,1.37362445234082,103.889741457901,3.0
NAN CHIAU PRIMARY SCHOOL,NETBALL; MODULAR CCA (SPORTS); TABLE TENNIS; TRACK AND FIELD; WUSHU; BASKETBALL; BADMINTON; FOOTBALL; PERCUSSION ENSEMBLE; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); ROBOTICS; STRATEGY GAMES; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS; ENGLISH CULTURE AND LANGUAGE; ENVIRONMENTAL SCIENCE; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (PEER SUPPORT),STEM - HEALTH SCIENCE; COMMUNITY SERVICE & STUDENT LEADERSHIP,{'F': ['WUSHU']},INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.ncps.moe.edu.sg,545080,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,3.0
NAN HUA PRIMARY SCHOOL,TABLE TENNIS; WUSHU; VOLLEYBALL; TRACK AND FIELD; FOOTBALL; BADMINTON; PERCUSSION ENSEMBLE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); ROBOTICS; PHYSICAL SCIENCE; JOURNALISM; SPEECH AND DRAMA; INTERNATIONAL CHESS; CHINESE WEIQI; ART AND CRAFTS; INFOCOMM TECHNOLOGY (COMPUTING),INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,"{'F': ['SAILING', 'TABLE TENNIS']}",CHINESE_DANCE; GUZHENG_ENSEMBLE,http://www.nanhuapri.moe.edu.sg,128806,CO-ED SCHOOL,SINGLE SESSION,Y,N,Y,N,CHINESE,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,
NANYANG PRIMARY SCHOOL,TABLE TENNIS; TENNIS; WUSHU; FOOTBALL; TRACK AND FIELD; ARTISTIC GYMNASTICS; BADMINTON; BASKETBALL; GUZHENG ENSEMBLE; MODERN DANCE; SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA; STRING ENSEMBLE; SINGAPORE NATIONAL YOUTH ORCHESTRA; CHINESE DANCE; CHINESE ORCHESTRA; CHOIR; SCOUTS; GIRLS' BRIGADE; GIRL GUIDES (BROWNIES); BOYS' BRIGADE; INTERNATIONAL CHESS; ROBOTICS; DESIGN AND INNOVATION; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; CHINESE CULTURE AND LANGUAGE; DEBATING AND PUBLIC SPEAKING; CHINESE CALLIGRAPHY AND BRUSH PAINTING; STUDENT LEADERSHIP (PEER SUPPORT); STUDENT LEADERSHIP (PREFECT),INNOVATION & ENTERPRISE; MUSIC & PERFORMING ARTS,"{'F': ['SWIMMING', 'GYMNASTICS (ARTISTIC)'], 'M': ['SWIMMING', 'TABLE TENNIS', 'TRACK AND FIELD']}",CHINESE_DANCE; CHOIR; GUZHENG_ENSEMBLE,http://www.nyps.moe.edu.sg,268097,CO-ED SCHOOL,SINGLE SESSION,Y,N,Y,N,CHINESE,25146.8860732606,33702.8446938451,1.32107094241153,103.807681852799,
NAVAL BASE PRIMARY SCHOOL,NETBALL; OUTDOOR ADVENTURE; TAEKWONDO; FLOORBALL; BASKETBALL; FOOTBALL; MODERN DANCE; CHOIR; CONCERT BAND; RED CROSS YOUTH; GIRLS' BRIGADE; BOYS' BRIGADE; SPEECH AND DRAMA; INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (COUNCIL),INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE,http://www.navalbasepri.moe.edu.sg/,769028,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28643.4553870633,44188.7616005596,1.41590195697649,103.839100590207,
NEW TOWN PRIMARY SCHOOL,NETBALL; FOOTBALL; BASKETBALL; BADMINTON; MODERN DANCE; MALAY DANCE; CHINESE DANCE; BRASS BAND; CHOIR; RED CROSS YOUTH; GIRL GUIDES (BROWNIES); SPEECH AND DRAMA; ROBOTICS; ART AND CRAFTS,INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE,http://www.newtownpri.moe.edu.sg/,148812,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,24288.0252855225,31352.0824043378,1.29981138884057,103.799964819895,3.0
NGEE ANN PRIMARY SCHOOL,"MODULAR CCA (SPORTS); TABLE TENNIS; WUSHU; TRACK AND FIELD; FOOTBALL; FLOORBALL; BADMINTON; MALAY DANCE; SINGAPORE NATIONAL YOUTH ORCHESTRA; INDIAN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (PEER SUPPORT); STUDENT INITIATED ACTIVITIES (CLUBS & SOCIETIES)",STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,CHINESE_DANCE; GUZHENG_ENSEMBLE,http://www.ngeeannpri.moe.edu.sg,449149,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,37376.4109761156,31984.7973440588,1.30553224180437,103.917570005713,3.0
NORTH SPRING PRIMARY SCHOOL,WUSHU; FOOTBALL; BASKETBALL; GUITAR ENSEMBLE; TAP DANCE; STRING ENSEMBLE; CULTURAL DANCE; CHOIR; ENGLISH DRAMA; GIRL GUIDES (BROWNIES); SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); PHYSICAL SCIENCE; CERAMICS; ART AND CRAFTS,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE,http://www.northspringpri.moe.edu.sg,545088,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35777.2005732814,40999.8398870248,1.38706146494859,103.903202683028,
NORTH VIEW PRIMARY SCHOOL,OUTDOOR ADVENTURE; FLOORBALL; FOOTBALL; BASKETBALL; MODERN DANCE; MALAY DANCE; CHOIR; CHINESE DANCE; ENGLISH DRAMA; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; PHYSICAL SCIENCE; INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS,STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,{'F': ['TRACK AND FIELD']},CHINESE_DANCE,http://www.northviewpri.moe.edu.sg,768960,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29675.9396856809,45465.8669915069,1.42745159462566,103.848378442893,
NORTH VISTA PRIMARY SCHOOL,MODULAR CCA (SPORTS); RUGBY; SOFTBALL; BASKETBALL; HEALTH AND FITNESS; MODERN DANCE; MODULAR CCA (VPA); CONCERT BAND; CHOIR; CHINESE DANCE; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; SPEECH AND DRAMA; MALAY CULTURE AND LANGUAGE; INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ENGLISH CULTURE AND LANGUAGE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS); STUDENT INITIATED ACTIVITIES (CLUBS & SOCIETIES),ICT & MEDIA; VISUAL ARTS & DESIGN,{'F': ['SOFTBALL']},CHINESE_DANCE; INTERNATIONAL_DANCE,http://www.northvistapri.moe.edu.sg,544974,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35005.0914893029,40501.0361976493,1.38255066171151,103.89626457548,
NORTHLAND PRIMARY SCHOOL,NETBALL; SILAT; TRACK AND FIELD; WUSHU; BASKETBALL; FLOORBALL; FOOTBALL; MODERN DANCE; STRING ENSEMBLE; CHOIR; CHINESE DANCE; HANDBELL ENSEMBLE; ENGLISH DRAMA; SCOUTS; GIRL GUIDES (BROWNIES); MALAY CULTURE AND LANGUAGE; MEDIA RESOURCE LIBRARY; INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS,INTERDISCIPLINARY; MUSIC & PERFORMING ARTS,,,http://www.northlandpri.moe.edu.sg,769026,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28831.785990159,44786.0974140298,1.42130404159807,103.840792923345,
NORTHOAKS PRIMARY SCHOOL,NETBALL; WUSHU; FOOTBALL; FLOORBALL; MODERN DANCE; GUITAR ENSEMBLE; CHOIR; INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,{'M': ['FLOORBALL']},INTERNATIONAL_DANCE,http://www.northoakspri.moe.edu.sg,757622,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,25858.5709089329,48769.5280026253,1.45732867302094,103.814075611175,
NORTHSHORE PRIMARY SCHOOL,WUSHU; TRACK AND FIELD; MODULAR CCA (SPORTS); BASKETBALL; BADMINTON; STRING ENSEMBLE; MODERN DANCE; CHOIR; SCOUTS; ENVIRONMENTAL SCIENCE; DIGITAL MEDIA; ART AND CRAFTS,; SPORTS & OUTDOOR EDUCATION,,,https://northshorepri.moe.edu.sg/,828671,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35993.4941017935,44467.6734127142,1.41842322079348,103.905147201163,3.0
OASIS PRIMARY SCHOOL,MODULAR CCA (SPORTS); HOCKEY; WUSHU; ROCKWALL CLIMBING; TABLE TENNIS; FOOTBALL; BADMINTON; MODERN DANCE; GUZHENG ENSEMBLE; ENGLISH DRAMA; GUITAR ENSEMBLE; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); PUBLICATION; ENVIRONMENTAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,{'M': ['HOCKEY']},INTERNATIONAL_DANCE,http://www.oasispri.moe.edu.sg/,828716,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,36667.1550856009,42991.3663999084,1.40507184758584,103.911200193835,
OPERA ESTATE PRIMARY SCHOOL,TRACK AND FIELD; NETBALL; FLOORBALL; FOOTBALL; MODERN DANCE; ENGLISH DRAMA; ANGKLUNG/KULINTANG ENSEMBLE; SCOUTS; GIRL GUIDES (BROWNIES); STRATEGY GAMES; INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,,http://www.operaestatepri.moe.edu.sg,458436,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,38064.4274895079,33581.1396132912,1.31996876377748,103.923752668632,
PALM VIEW PRIMARY SCHOOL,TABLE TENNIS; NETBALL; FOOTBALL; BASKETBALL; BADMINTON; MODERN DANCE; CHOIR; ENGLISH DRAMA; ROBOTICS; PHYSICAL SCIENCE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,INTERNATIONAL_DANCE,http://www.palmviewpri.moe.edu.sg,544822,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34458.6783197625,40635.7654705234,1.38376923022123,103.891354675017,
PARK VIEW PRIMARY SCHOOL,"VOLLEYBALL; WUSHU; NETBALL; FOOTBALL; FLOORBALL; HOCKEY; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; SCOUTS; MATHEMATICS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENGLISH LANGUAGE, DRAMA AND DEBATING; ENVIRONMENTAL SCIENCE; COMMUNITY SERVICE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (PEER SUPPORT); STUDENT LEADERSHIP (HOUSE); STUDENT LEADERSHIP (COUNCIL)",INNOVATION & ENTERPRISE; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.parkviewpri.moe.edu.sg,519524,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,39783.5293153096,39999.8822296057,1.37801687647812,103.9392021807,
